ID_ANO,FECHA_ DE_ LA_ DENUNCIA,EDAD_ DE_ LA_ VICTIMA,UNIDAD_DE_MEDIDA_DE_LA_EDAD_DE_LA_VICTIMA,SEXO_ DE_ LA_ VICTIMA,AREA_ DE_ RESIDENCIA_ DE_ LA_ VICTIMA,BARRIO_ DE_ LA_ VICTIMA,SEGURIDAD_ SOCIAL_ DE_ LA_ VICTIMA,ESTRATO_SOCIECONOMICO_ DE_ LA_ VICTIMA,ORIENTACION_ SEXUAL_ DE _LA_ VICTIMA,IDENTIDAD_ DE_ GENERO_ DE_ LA_ VICTIMA,CONSUMO_ DE_ SPA_ DE_ LA_ VICTIMA,VICTIMA_ CON_ JEFATURA_ DE_ HOGAR,ANTECEDENTES_ DE_ VIOLENCIA,PRESENCIA _DE_ ALCOHOL_ U_ OTRAS_ SUSTANCIAS,SEXO_ DEL_ AGRESOR,RELACION_ CON_ LA_ VICTIMA,CONVIVE_ CON_ EL_ AGRESOR,RELACION_ NO_ FAMILIAR,MECANISMO_ UTILIZADO_ PARA_ LA_ AGRESION,FECHA_ DEL_ HECHO,ESCENARIO,AMBITO_ O_ LUGAR
2020,02/05/2020 12:00:00 AM,21,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAN CARLOS,NO ASEGURADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,DESCONOCIDO,CONTUNDENTE,02/05/2020 12:00:00 AM,VÍA PUBLICA,OTROS AMBITOS
2020,02/06/2020 12:00:00 AM,14,AÑOS,FEMENINO,CABECERA MUNICIPAL,CONCEPCION,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,10/15/2019 12:00:00 AM,OTRO,COMUNITARIO
2020,02/07/2020 12:00:00 AM,17,AÑOS,FEMENINO,CABECERA MUNICIPAL,LOS CRISTALES,INDETERMINADO O PENDIENTE,3,BISEXUAL,FEMENINO,SI,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO,CONTUNDENTE,02/07/2020 12:00:00 AM,ESTABLECIMIENTO EDUCATIVO,COMUNITARIO
2020,02/07/2020 12:00:00 AM,13,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAN FRANCISCO,CONTRIBUTIVO,2,HOMOSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,NINGUNO,NO,COMPAÑERO(A) DE ESTUDIO,CONTUNDENTE,02/07/2020 12:00:00 AM,VÍA PUBLICA,ESCOLAR
2020,02/07/2020 12:00:00 AM,16,AÑOS,MASCULINO,CABECERA MUNICIPAL,EL DORADO,SUBSIDIADO,2,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,AMIGO(A),OTROS MECANISMOS,02/07/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/08/2020 12:00:00 AM,6,AÑOS,MASCULINO,CABECERA MUNICIPAL,ESTANCIA EL ROBLE,CONTRIBUTIVO,3,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,DESCONOCIDO,OTROS MECANISMOS,02/03/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/09/2020 12:00:00 AM,25,AÑOS,MASCULINO,CABECERA MUNICIPAL,HUNZA,SUBSIDIADO,2,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,AMIGO(A),CONTUNDENTE,02/09/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/09/2020 12:00:00 AM,33,AÑOS,FEMENINO,CABECERA MUNICIPAL,SANTA CATALINA,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,SI,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,02/09/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/09/2020 12:00:00 AM,37,AÑOS,FEMENINO,CABECERA MUNICIPAL,CIUDAD JARDIN,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,SI,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,02/09/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/10/2020 12:00:00 AM,10,AÑOS,FEMENINO,CABECERA MUNICIPAL,LA ESMERALDA,CONTRIBUTIVO,4,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO,CONTUNDENTE,05/01/2019 12:00:00 AM,VIVIENDA,HOGAR
2020,02/10/2020 12:00:00 AM,21,AÑOS,FEMENINO,CABECERA MUNICIPAL,JORDAN,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,MADRE,SI,NO,CONTUNDENTE,02/10/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/10/2020 12:00:00 AM,37,AÑOS,MASCULINO,CABECERA MUNICIPAL,CIUDAD JARDIN,SUBSIDIADO,1,HETEROSEXUAL,MASCULINO,NO,NO,NO,SI,FEMENINO,PAREJA,SI,NO,CONTUNDENTE,02/09/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/11/2020 12:00:00 AM,4,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO,CONTUNDENTE,02/11/2020 12:00:00 AM,OTRO,OTROS AMBITOS
2020,02/12/2020 12:00:00 AM,24,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,SI,SI,NO,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,02/11/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/14/2020 12:00:00 AM,1,AÑOS,FEMENINO,CABECERA MUNICIPAL,DOÑA EVA,NO ASEGURADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,INTERSEXUAL,NINGUNO,NO,DESCONOCIDO,OTROS MECANISMOS,02/09/2020 12:00:00 AM,OTRO,OTROS AMBITOS
2020,02/15/2020 12:00:00 AM,36,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL TOPO,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,EX PAREJA,NO,NO,CONTUNDENTE,02/07/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/15/2020 12:00:00 AM,12,AÑOS,FEMENINO,RURAL DISPERSO,RUNTA,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,DESCONOCIDO,CONTUNDENTE,02/14/2020 12:00:00 AM,OTROS ESPACIOS ABIERTOS,OTROS AMBITOS
2020,02/17/2020 12:00:00 AM,36,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL BOSQUE,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,SI,MASCULINO,NINGUNO,NO,DESCONOCIDO,CONTUNDENTE,02/16/2020 12:00:00 AM,VÍA PUBLICA,COMUNITARIO
2020,02/18/2020 12:00:00 AM,18,AÑOS,FEMENINO,CABECERA MUNICIPAL,LA FUENTE,CONTRIBUTIVO,2,HOMOSEXUAL,FEMENINO,NO,NO,NO,SI,MASCULINO,NINGUNO,NO,COMPAÑERO(A) DE ESTUDIO,OTROS MECANISMOS,02/14/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/18/2020 12:00:00 AM,48,AÑOS,FEMENINO,CABECERA MUNICIPAL,POPULAR,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO,OTROS MECANISMOS,10/18/2019 12:00:00 AM,VIVIENDA,HOGAR
2020,02/19/2020 12:00:00 AM,19,AÑOS,FEMENINO,CABECERA MUNICIPAL,AQUIMIN,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,COMPAÑERO(A) DE ESTUDIO,OTROS MECANISMOS,02/19/2020 12:00:00 AM,ESTABLECIMIENTO EDUCATIVO,ESCOLAR
2020,02/22/2020 12:00:00 AM,18,AÑOS,MASCULINO,RURAL DISPERSO,TRAS DEL ALTO,SUBSIDIADO,2,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO,CONTUNDENTE,02/22/2020 12:00:00 AM,VÍA PUBLICA,COMUNITARIO
2020,02/22/2020 12:00:00 AM,28,AÑOS,FEMENINO,CABECERA MUNICIPAL,FUENTE HIGUERAS,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,02/22/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/22/2020 12:00:00 AM,30,AÑOS,FEMENINO,CABECERA MUNICIPAL,CIUDAD JARDIN,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO,AHORCAMIENTO,02/22/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/23/2020 12:00:00 AM,24,AÑOS,FEMENINO,CABECERA MUNICIPAL,DOÑA EVA,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,SI,NO,NO,MASCULINO,NINGUNO,NO,OTRO,CONTUNDENTE,02/23/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/24/2020 12:00:00 AM,18,AÑOS,MASCULINO,CABECERA MUNICIPAL,TRINIDAD,CONTRIBUTIVO,2,HETEROSEXUAL,MASCULINO,NO,NO,SI,NO,FEMENINO,MADRE,SI,NO,CONTUNDENTE,02/09/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/26/2020 12:00:00 AM,13,AÑOS,FEMENINO,CABECERA MUNICIPAL,SURINAMA,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,COMPAÑERO(A) DE ESTUDIO,CONTUNDENTE,02/24/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/27/2020 12:00:00 AM,34,AÑOS,FEMENINO,CABECERA MUNICIPAL,ASIS BOYACENSE,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO,CONTUNDENTE,02/27/2020 12:00:00 AM,VÍA PUBLICA,COMUNITARIO
2020,02/27/2020 12:00:00 AM,33,AÑOS,FEMENINO,CABECERA MUNICIPAL,LA FUENTE,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,SI,SI,NO,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,02/27/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/28/2020 12:00:00 AM,41,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAN FRANCISCO,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,02/27/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,02/29/2020 12:00:00 AM,22,AÑOS,FEMENINO,CABECERA MUNICIPAL,VIRACACHA,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,CONOCIDO(A) SIN NINGUN TRATO,CONTUNDENTE,02/22/2020 12:00:00 AM,VÍA PUBLICA,COMUNITARIO
2020,02/29/2020 12:00:00 AM,33,AÑOS,FEMENINO,CABECERA MUNICIPAL,KENEDY,CONTRIBUTIVO,1,HOMOSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO,AHORCAMIENTO,02/26/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,03/02/2020 12:00:00 AM,26,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL TOPO,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO,CONTUNDENTE,03/02/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,03/03/2020 12:00:00 AM,9,AÑOS,MASCULINO,CABECERA MUNICIPAL,EL CARMEN,SUBSIDIADO,2,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,FEMENINO,MADRE,SI,NO,CONTUNDENTE,03/03/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,03/04/2020 12:00:00 AM,19,AÑOS,FEMENINO,CABECERA MUNICIPAL,PARAISO,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,FAMILIAR,NO,NO,CONTUNDENTE,03/04/2020 12:00:00 AM,VÍA PUBLICA,COMUNITARIO
2020,03/04/2020 12:00:00 AM,8,AÑOS,FEMENINO,CABECERA MUNICIPAL,BELLO HORIZONTE,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO,CONTUNDENTE,03/04/2020 12:00:00 AM,VIVIENDA,HOGAR
2020,03/04/2020 12:00:00 AM,13,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAN RAFAEL,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,PAREJA,SI,NO,AHORCAMIENTO,02/02/2020 12:00:00 AM,OTRO,OTROS AMBITOS
2020,03/06/2020 12:00:00 AM,28,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL CARMEN,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO,CONTUNDENTE,03/06/2020 12:00:00 AM,VÍA PUBLICA,COMUNITARIO
2020,03/06/2020 12:00:00 AM,29,AÑOS,FEMENINO,CABECERA MUNICIPAL,PILA DE MONO,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,SI,NO,CONTUNDENTE,03/06/2020 12:00:00 AM,VIVIENDA,HOGAR
